fila_csv;destino_original;destino_normalizado;motivo;origen_original;origen_normalizado;especie_original;variedad_original;peso;unidad
41355;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;38,300;TN
41356;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;35,500;TN
41357;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;9,700;TN
41358;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;2,000;TN
41359;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;18,400;TN
41360;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;43,200;TN
41361;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;16,800;TN
41362;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;37,700;TN
41363;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;1,900;TN
41364;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;143,700;TN
41365;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;123,400;TN
41366;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;124,500;TN
41367;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;114,000;TN
41368;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;49,300;TN
41369;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;54,700;TN
41370;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;12,900;TN
41371;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;45,500;TN
41372;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;43,800;TN
41373;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;83,200;TN
41374;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;17,000;TN
41375;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;SIN VARIEDAD;68,000;TN
41376;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANZANA;SIN VARIEDAD;0,900;TN
41377;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANZANA;SIN VARIEDAD;3,400;TN
41378;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANZANA;SIN VARIEDAD;2,000;TN
41379;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANZANA;SIN VARIEDAD;0,800;TN
41380;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANZANA;SIN VARIEDAD;8,000;TN
41381;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BEAUTY;7,200;TN
41382;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BEAUTY;3,700;TN
41383;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BEAUTY;0,800;TN
41384;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BEAUTY;0,900;TN
41385;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANZANA;BLACK WINE;0,500;TN
41386;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BLACK WINE;0,500;TN
41387;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BRAEBURN;8,900;TN
41388;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BRAEBURN;8,800;TN
41389;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BRAEBURN;12,800;TN
41390;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BRAEBURN;1,600;TN
41391;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BROOKFIELD;545,900;TN
41392;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BROOKFIELD;148,900;TN
41393;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BROOKFIELD;7,100;TN
41394;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;BROOKFIELD;0,900;TN
41396;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;CHANIAR28;1,900;TN
41397;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;CHANIAR28;7,100;TN
41398;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;CHANIAR28;20,500;TN
41399;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;198,000;TN
41400;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;100,700;TN
41401;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;68,500;TN
41402;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;130,600;TN
41403;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;58,700;TN
41404;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;111,900;TN
41405;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;130,600;TN
41406;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;111,300;TN
41407;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;82,000;TN
41408;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;385,100;TN
41409;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;26,100;TN
41410;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR28;176,800;TN
41411;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;MANZANA;CHANIAR28;1,600;TN
41412;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR34;23,300;TN
41413;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR34;11,400;TN
41414;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR34;1,600;TN
41415;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR34;11,200;TN
41416;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CHANIAR34;7,500;TN
41417;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;CRIPPS PIN;3,000;TN
41418;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;6,700;TN
41419;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;6,200;TN
41420;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;59,300;TN
41421;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;56,400;TN
41422;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;38,400;TN
41423;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;8,800;TN
41424;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;5,700;TN
41425;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;5,400;TN
41426;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;CRIPPS PIN;2,300;TN
41427;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;22,700;TN
41428;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;66,200;TN
41429;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;470,100;TN
41430;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;314,300;TN
41431;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;435,100;TN
41432;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;275,900;TN
41433;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;274,100;TN
41434;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;108,800;TN
41435;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;76,800;TN
41436;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;CRIPPS PIN;46,700;TN
41437;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;DELICIOUS;1,600;TN
41438;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;DELICIOUS;21,500;TN
41439;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;DELICIOUS;16,400;TN
41440;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;DELICIOUS;381,200;TN
41441;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;DELICIOUS;192,100;TN
41442;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;DELICIOUS;9,000;TN
41443;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;DELICIOUS;13,400;TN
41444;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;DELICIOUS;7,900;TN
41445;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;FUJI;0,800;TN
41446;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;1,100;TN
41447;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;20,500;TN
41448;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;13,500;TN
41449;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;40,400;TN
41450;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;26,800;TN
41451;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;6,600;TN
41452;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;16,900;TN
41453;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;1,700;TN
41454;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;FUJI;5,000;TN
41457;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;GALA;1,800;TN
41458;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;GALA;1,800;TN
41459;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;GALA;25,300;TN
41460;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;GALA;23,900;TN
41461;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;GALA;87,500;TN
41462;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;GALA;2,100;TN
41463;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;3,700;TN
41464;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;1416,200;TN
41465;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;2031,200;TN
41466;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;644,900;TN
41467;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;190,000;TN
41468;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;37,000;TN
41469;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;21,900;TN
41470;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALA;7,100;TN
41471;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALAXY;92,600;TN
41472;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALAXY;48,200;TN
41473;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALAXY;98,700;TN
41474;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GALAXY;7,700;TN
41475;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;GOLDEN DEL;0,800;TN
41476;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;GOLDEN DEL;0,900;TN
41477;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;50,600;TN
41478;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;70,400;TN
41479;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;21,300;TN
41480;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;14,100;TN
41481;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;7,500;TN
41482;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;5,400;TN
41483;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;5,300;TN
41484;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;10,100;TN
41485;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;6,300;TN
41486;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;0,900;TN
41487;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANZANA;GOLDEN DEL;2,800;TN
41488;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANZANA;GRANNY SMI;0,900;TN
41489;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANZANA;GRANNY SMI;0,900;TN
41493;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;0,800;TN
41494;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;0,800;TN
41495;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;3,000;TN
41496;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;4,900;TN
41497;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;57,300;TN
41498;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;6,600;TN
41499;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;22,100;TN
41500;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;1,900;TN
41501;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;GRANNY SMI;0,900;TN
41502;CORDOBA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CORDOBA;Córdoba;MANZANA;GRANNY SMI;0,900;TN
