rubro;mercado;procedencia;especie;variedad;unidad;cantidad_observaciones;cantidad_fechas_distintas;cantidad_meses_distintos;cantidad_fechas_disponibles;fecha_minima;fecha_maxima;cantidad_meses_disponibles;precio_promedio;precio_min;precio_max;coeficiente_variacion;porcentaje_precios_validos;indicador_serie_utilizable
Hortalizas;Mercado Central de Buenos Aires;Córdoba;CHOCLO;Amarillo;$/Kg;1;1;1;1;2026-04-21;2026-04-21;1;500.0000;500.0000;500.0000;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Córdoba;TOMATE;Perita;$/Kg;1;1;1;1;2026-03-09;2026-03-09;1;550.0000;550.0000;550.0000;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;La Plata;PAPA;Spunta;$/Kg;1;1;1;1;2026-06-08;2026-06-08;1;476.1900;476.1900;476.1900;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;APIO;(sin informar);$/Kg;1;1;1;1;2026-03-10;2026-03-10;1;1600.0000;1600.0000;1600.0000;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Mendoza;LECHUGA;Francesa;$/Kg;1;1;1;1;2026-07-08;2026-07-08;1;1583.3300;1583.3300;1583.3300;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;San Juan;AJO;Mdo. Chino;$/Kg;1;1;1;1;2026-08-07;2026-08-07;1;493.3300;493.3300;493.3300;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;San Juan;CHAUCHA;Rolliza;$/Kg;1;1;1;1;2026-05-22;2026-05-22;1;2200.0000;2200.0000;2200.0000;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;ESPARRAGO;Verde;$/Kg;1;1;1;1;2026-02-20;2026-02-20;1;9000.0000;9000.0000;9000.0000;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;TOMATE;Redondo;$/Kg;1;1;1;1;2026-05-22;2026-05-22;1;500.0000;500.0000;500.0000;;100.0000;Baja
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;ZAPALLITO;Largo;$/Kg;1;1;1;1;2026-04-10;2026-04-10;1;800.0000;800.0000;800.0000;;100.0000;Baja
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Maria Bian;$/Kg;76;38;2;38;2026-01-02;2026-02-26;2;2480.2628;1833.3300;3333.3300;0.1776;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;May Crest;$/Kg;68;39;2;39;2026-01-02;2026-02-27;2;2408.0878;1750.0000;3083.3300;0.1679;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Corrientes;TOMATE;Larga Vida;$/Kg;66;33;2;33;2026-06-12;2026-07-31;2;1724.4318;1062.5000;2375.0000;0.1835;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Blue Giant;$/Kg;58;36;2;36;2026-01-02;2026-02-24;2;3096.5517;2300.0000;4625.0000;0.2312;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;CEREZA;Lapins;$/Kg;58;34;2;34;2026-01-02;2026-02-20;2;7241.3793;6200.0000;9200.0000;0.1358;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Chile;UVA;Red Globe;$/Kg;56;30;2;30;2026-07-13;2026-08-24;2;8013.3929;7875.0000;8625.0000;0.0307;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Eleg. Lady;$/Kg;52;26;2;26;2026-01-14;2026-02-20;2;2471.7954;1833.3300;3100.0000;0.1591;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;White Lady;$/Kg;52;26;2;26;2026-01-02;2026-02-06;2;2701.9225;2083.3300;3500.0000;0.1651;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Sugar Crip;$/Kg;51;25;2;25;2026-07-20;2026-08-24;2;7375.0000;7375.0000;7375.0000;0.0000;100.0000;Media
Frutas;Mercado Central de Buenos Aires;España;CIRUELA;B.Splendor;$/Kg;51;26;2;26;2026-07-13;2026-08-18;2;5849.6753;5666.6700;6666.6700;0.0495;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Corrientes;ARANDANO;(sin informar);$/Kg;48;22;2;22;2026-07-22;2026-08-21;2;21652.7625;12000.0000;42000.0000;0.3237;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Cristalino;$/Kg;48;24;2;24;2026-01-16;2026-02-20;2;2570.8333;2200.0000;3000.0000;0.0989;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Entre Ríos;MANDARINA;Murcot;$/Kg;47;24;2;24;2026-07-17;2026-08-24;2;723.4028;666.6700;944.4400;0.0543;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Corrientes;NARANJA;New Hall;$/Kg;44;18;2;18;2026-07-24;2026-08-19;2;607.3225;555.5600;611.1100;0.0233;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;PELON;Caldessi;$/Kg;42;26;2;26;2026-01-02;2026-03-17;2;2892.8574;2000.0000;3416.6700;0.1605;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Sgo.Est.;MELON;Rocio Miel;$/Kg;42;25;2;25;2026-01-02;2026-02-05;2;1983.3333;1700.0000;2400.0000;0.1377;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Río Negro;ZAPALLO;Angola;$/Kg;42;36;2;36;2026-05-08;2026-06-30;2;713.3333;640.0000;800.0000;0.0663;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;PERA;Giffard;$/Kg;41;34;2;34;2026-01-02;2026-02-20;2;1753.0534;1444.4400;2176.4700;0.1435;100.0000;Media
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Cardinal;$/Kg;39;39;2;39;2026-01-02;2026-02-27;2;2306.4103;1400.0000;2800.0000;0.1559;100.0000;Media
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Flames See;$/Kg;39;39;2;39;2026-01-02;2026-02-27;2;2569.2308;1900.0000;2900.0000;0.0894;100.0000;Media
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Moscat.Rda;$/Kg;37;37;2;37;2026-03-02;2026-04-27;2;1927.0270;1900.0000;2100.0000;0.0264;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Salta;LIMON;Lisboa;$/Kg;36;36;2;36;2026-01-02;2026-02-24;2;1959.8772;1388.8900;2944.4400;0.2585;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Egipto;MANDARINA;Mirav;$/Kg;35;35;2;35;2026-02-02;2026-03-31;2;2757.1429;2600.0000;3000.0000;0.0355;100.0000;Media
Frutas;Mercado Central de Buenos Aires;(sin informar);GUAYABA;Prom.Esp.;$/Kg;34;34;2;34;2026-01-02;2026-02-20;2;6492.6471;6250.0000;6500.0000;0.0066;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Brasil;GUAYABA;(sin informar);$/Kg;34;34;2;34;2026-01-02;2026-02-20;2;6492.6471;6250.0000;6500.0000;0.0066;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Jujuy;MANGO;(sin informar);$/Kg;34;34;2;34;2026-03-02;2026-04-22;2;2144.1176;1600.0000;3200.0000;0.2649;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Red Beauty;$/Kg;34;34;2;34;2026-01-02;2026-02-20;2;2073.5303;1916.6700;2166.6700;0.0393;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Chile;CEREZA;Lapins;$/Kg;33;33;2;33;2026-01-02;2026-02-26;2;8303.0303;7200.0000;11000.0000;0.1789;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Córdoba;BATATA;Beauregard;$/Kg;33;33;2;33;2026-01-02;2026-02-19;2;2139.3930;1866.6700;2333.3300;0.0547;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Corrientes;LIMON;Genova;$/Kg;32;32;2;32;2026-01-02;2026-02-18;2;1828.1244;1277.7800;2611.1100;0.2586;100.0000;Media
Frutas;Mercado Central de Buenos Aires;España;DURAZNO;(sin informar);$/Kg;32;17;2;17;2026-07-17;2026-08-10;2;7475.0000;7000.0000;8600.0000;0.0412;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Santa Elen;$/Kg;32;32;2;32;2026-01-02;2026-02-18;2;1935.2675;1714.2900;2071.4300;0.0775;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Corrientes;PALTA;Ettinger;$/Kg;31;31;2;31;2026-04-08;2026-06-23;2;4812.9032;4800.0000;5000.0000;0.0104;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Snow Giant;$/Kg;31;31;2;31;2026-02-06;2026-03-26;2;1905.9152;1833.3300;2083.3300;0.0314;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;(sin informar);ECHALOTE;Prom.Esp.;$/Kg;31;30;2;30;2026-07-13;2026-08-24;2;10080.6452;10000.0000;10500.0000;0.0185;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Mendoza;ECHALOTE;(sin informar);$/Kg;31;30;2;30;2026-07-13;2026-08-24;2;10080.6452;10000.0000;10500.0000;0.0185;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Catamarc;TUNA;(sin informar);$/Kg;30;30;2;30;2026-03-06;2026-04-22;2;3193.3333;2200.0000;3600.0000;0.1695;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Jujuy;PALTA;Ettinger;$/Kg;30;30;2;30;2026-03-04;2026-04-20;2;5893.3333;5200.0000;6400.0000;0.0434;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;MANZANA;Fuji;$/Kg;30;30;2;30;2026-06-05;2026-07-23;2;2603.3333;2500.0000;2700.0000;0.0236;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;PERA;Beur.Bosc;$/Kg;30;30;2;30;2026-06-12;2026-07-28;2;1474.0720;1444.4400;1500.0000;0.0191;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;ACUSAY;(sin informar);$/Kg;30;29;2;29;2026-07-02;2026-08-13;2;867.3333;740.0000;1100.0000;0.1099;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;O'Henry;$/Kg;29;22;2;22;2026-02-02;2026-03-05;2;2135.0579;1666.6700;2500.0000;0.1071;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;BROCOLI;(sin informar);$/Kg;29;28;2;28;2026-06-08;2026-07-29;2;2375.4310;1500.0000;4200.0000;0.3366;100.0000;Media
Frutas;Mercado Central de Buenos Aires;(sin informar);CHIRIMOYA;Prom.Esp.;$/Kg;28;28;2;28;2026-03-10;2026-04-22;2;14342.8571;13200.0000;16800.0000;0.0813;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Chile;LIMON;Genova;$/Kg;28;28;2;28;2026-01-12;2026-02-20;2;2321.4286;1800.0000;3533.3300;0.2196;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Jujuy;CHIRIMOYA;(sin informar);$/Kg;28;28;2;28;2026-03-10;2026-04-22;2;14342.8571;13200.0000;16800.0000;0.0813;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;PERA;Favorita;$/Kg;28;28;2;28;2026-01-12;2026-02-20;2;1654.7639;1500.0000;1777.7800;0.0558;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Mendoza;HABA;(sin informar);$/Kg;28;28;2;28;2026-01-12;2026-02-24;2;1534.8214;1125.0000;2000.0000;0.2120;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Salta;ZAPALLO;Anc.Cokena;$/Kg;28;27;2;27;2026-07-14;2026-08-24;2;1627.1025;1529.4100;1705.8800;0.0261;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;CIRUELA;Royal Diam;$/Kg;27;27;2;27;2026-02-04;2026-03-16;2;2566.6667;2100.0000;2900.0000;0.0904;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Fair Time;$/Kg;27;22;2;22;2026-03-03;2026-04-07;2;2200.6185;1833.3300;2666.6700;0.1354;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Río Negro;CEBOLLA;Colorada;$/Kg;27;27;2;27;2026-06-12;2026-07-23;2;855.5556;800.0000;900.0000;0.0495;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;San Juan;CEBOLLA;Valenciana;$/Kg;27;27;2;27;2026-01-07;2026-02-12;2;363.3333;325.0000;400.0000;0.0925;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Buenos Aires;FRAMBUESA;(sin informar);$/Kg;26;26;2;26;2026-01-02;2026-02-12;2;16743.6000;16000.0000;29333.3000;0.1545;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Entre Ríos;NARANJA;Val.Seedle;$/Kg;26;26;2;26;2026-01-08;2026-02-12;2;1115.3835;1000.0000;1333.3300;0.1450;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Entre Ríos;SANDIA;(sin informar);$/Kg;26;26;2;26;2026-01-02;2026-02-06;2;684.6154;500.0000;700.0000;0.0678;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Formosa;MANGO;Tommy Atki;$/Kg;26;26;2;26;2026-01-02;2026-02-09;2;1870.8765;1785.7100;1928.5700;0.0324;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ARVEJA;(sin informar);$/Kg;26;26;2;26;2026-01-02;2026-02-06;2;1422.1154;1137.5000;1625.0000;0.1055;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ZAPALLO;Mus.Proven;$/Kg;26;20;2;20;2026-05-08;2026-06-08;2;691.9231;650.0000;750.0000;0.0533;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Grl.Belg;PAPA;Spunta;$/Kg;26;26;2;26;2026-01-02;2026-02-06;2;506.6242;472.2200;555.5600;0.0469;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Rich May;$/Kg;25;25;2;25;2026-01-02;2026-02-05;2;2353.3328;1916.6700;2583.3300;0.1274;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Pavia De M;$/Kg;25;25;2;25;2026-03-10;2026-04-17;2;2283.3316;1833.3300;2916.6700;0.1224;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Pavia Marz;$/Kg;25;25;2;25;2026-03-10;2026-04-20;2;2151.3332;1900.0000;2300.0000;0.0747;100.0000;Media
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Victoria;$/Kg;25;25;2;25;2026-03-02;2026-04-09;2;2648.0000;2200.0000;2900.0000;0.0831;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;RADICCHIO;(sin informar);$/Kg;25;25;2;25;2026-01-02;2026-02-05;2;7576.0000;7500.0000;8000.0000;0.0180;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Formosa;ZAPALLO;Tetsukab.;$/Kg;25;25;2;25;2026-01-02;2026-02-05;2;532.0004;472.2200;583.3300;0.0430;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CEBOLLA;Valenciani;$/Kg;25;25;2;25;2026-01-02;2026-02-05;2;355.8000;320.0000;375.0000;0.0609;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Salta;CHAUCHA;Balina;$/Kg;25;21;2;21;2026-06-03;2026-07-02;2;2792.0000;1900.0000;3200.0000;0.1402;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Buenos Aires;NARANJA;W.Navel;$/Kg;24;12;2;12;2026-01-02;2026-08-24;2;1013.7267;823.5300;2266.6700;0.4783;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;PERA;Giffard;$/Kg;24;24;2;24;2026-01-07;2026-02-09;2;1647.8783;1388.8900;1764.7100;0.0693;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Yukong Kin;$/Kg;24;17;2;17;2026-03-13;2026-04-10;2;2360.6146;2000.0000;3416.6700;0.1989;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Río Negro;ZAPALLO;Tetsukab.;$/Kg;24;23;2;23;2026-07-22;2026-08-24;2;814.8133;777.7800;833.3300;0.0328;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Ribier;$/Kg;23;23;2;23;2026-05-15;2026-06-18;2;6070.6522;5750.0000;6250.0000;0.0387;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Setember S;$/Kg;23;23;2;23;2026-03-09;2026-04-14;2;2166.6670;2000.0000;2250.0000;0.0449;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;MEMBRILLO;Esmyrna;$/Kg;23;23;2;23;2026-03-02;2026-04-08;2;2679.3478;2250.0000;3500.0000;0.0865;100.0000;Media
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Alfonso;$/Kg;23;23;2;23;2026-01-16;2026-02-19;2;2552.1739;2000.0000;3200.0000;0.1480;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Formosa;BATATA;Beauregard;$/Kg;23;23;2;23;2026-01-02;2026-02-03;2;2474.9174;2384.6200;2615.3800;0.0202;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Corrientes;NARANJA;Valen.Late;$/Kg;22;21;2;21;2026-04-08;2026-05-07;2;1247.4755;1055.5600;1277.7800;0.0406;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Entre Ríos;MANDARINA;Satsuma;$/Kg;22;22;2;22;2026-04-08;2026-05-28;2;588.3868;500.0000;666.6700;0.1106;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Summerset;$/Kg;22;22;2;22;2026-02-04;2026-03-17;2;2215.9077;2000.0000;2333.3300;0.0515;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Brasil;ZANAHORIA;Nantesa;$/Kg;22;22;2;22;2026-01-06;2026-02-04;2;1134.0909;1050.0000;1150.0000;0.0250;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Chaco;ZAPALLO;Anc.Cokena;$/Kg;22;22;2;22;2026-01-02;2026-02-02;2;601.2118;600.0000;613.3300;0.0065;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Jujuy;CHOCLO;Amarillo;$/Kg;22;21;2;21;2026-05-04;2026-07-07;2;1587.8786;1200.0000;2200.0000;0.1972;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;San Luis;PAPA;Daisy;$/Kg;22;22;2;22;2026-01-02;2026-02-02;2;743.8636;725.0000;750.0000;0.0144;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;ZAPALLITO;Redondo;$/Kg;22;22;2;22;2026-03-18;2026-04-22;2;708.1814;353.3300;1133.3300;0.3914;100.0000;Media
Frutas;(sin informar);Mendoza;CEREZA;(sin informar);$/Kg;21;9;2;9;2026-01-05;2026-02-05;2;32000.0000;10000.0000;62000.0000;0.8137;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;PELON;Artic Snow;$/Kg;21;21;2;21;2026-02-27;2026-03-31;2;2440.4762;2000.0000;2916.6700;0.1305;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Sta.Cruz;CEREZA;Kordia;$/Kg;21;21;2;21;2026-01-26;2026-02-25;2;7580.9524;7400.0000;8000.0000;0.0235;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;ZAPALLITO;Largo;$/Kg;21;15;2;15;2026-05-29;2026-06-19;2;1415.8724;666.6700;1933.3300;0.3119;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Catamarc;MEMBRILLO;(sin informar);$/Kg;20;20;2;20;2026-02-20;2026-03-19;2;1145.0000;850.0000;2450.0000;0.3740;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Jujuy;PIMIENTO;Morron;$/Kg;20;16;2;16;2026-05-08;2026-06-04;2;2215.0000;2000.0000;2400.0000;0.0534;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CEBOLLA;Torrentina;$/Kg;20;20;2;20;2026-01-14;2026-02-10;2;407.7500;350.0000;425.0000;0.0636;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Misiones;JENGIBRE;(sin informar);$/Kg;20;19;2;19;2026-07-28;2026-08-24;2;4985.0000;1300.0000;13000.0000;0.8339;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;BERENJENA;Vta.Med.La;$/Kg;20;14;2;14;2026-05-21;2026-06-10;2;1233.3320;1000.0000;1416.6700;0.1019;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;ZAPALLO;Cal.Rayada;$/Kg;20;14;2;14;2026-05-19;2026-06-08;2;741.0000;720.0000;760.0000;0.0157;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;ZAPALLO;Plomo;$/Kg;20;14;2;14;2026-05-19;2026-06-08;2;741.0000;710.0000;780.0000;0.0243;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;CIRUELA;Howard Sun;$/Kg;19;19;2;19;2026-03-11;2026-04-10;2;2285.0868;2000.0000;2750.0000;0.1305;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Setember S;$/Kg;19;19;2;19;2026-03-10;2026-04-09;2;3039.4742;2666.6700;3750.0000;0.0998;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;LECHUGA CRESPA;(sin informar);$/Kg;19;15;4;15;2026-01-12;2026-05-04;4;16842.1053;12000.0000;25000.0000;0.1549;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;San Pedro;CHOCLO;Amarillo.;$/Kg;19;19;2;19;2026-01-07;2026-02-02;2;647.0179;493.3300;933.3300;0.2188;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;ZAPALLO;Tetsukab.;$/Kg;19;19;3;19;2026-01-02;2026-03-12;3;547.3684;361.1100;611.1100;0.1436;100.0000;Media
Frutas;Mercado Central de Buenos Aires;España;POMELO;Star Ruby;$/Kg;18;18;2;18;2026-02-27;2026-03-26;2;2870.3694;2533.3300;3333.3300;0.0770;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Larry Anne;$/Kg;18;18;2;18;2026-02-23;2026-03-18;2;1976.8522;1833.3300;2083.3300;0.0348;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Misiones;MANDARINA;Okitzu;$/Kg;18;18;2;18;2026-02-27;2026-03-26;2;759.2594;500.0000;833.3300;0.1352;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Río Negro;DURAZNO;Andes Nice;$/Kg;18;18;2;18;2026-03-02;2026-04-01;2;3175.9250;2666.6700;3500.0000;0.0736;100.0000;Media
Hortalizas;(sin informar);Corrientes;PIMIENTO AJI VINAGRE;(sin informar);$/Kg;18;16;7;16;2026-03-19;2026-12-25;7;12444.4444;5000.0000;15000.0000;0.2277;100.0000;Media
Hortalizas;(sin informar);Jujuy;ZAPALLITO TRONCO;(sin informar);$/Kg;18;16;4;16;2026-03-12;2026-07-20;4;22888.8889;10000.0000;40000.0000;0.4131;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Mendoza;PAPA;Daifla;$/Kg;18;14;2;14;2026-05-15;2026-06-04;2;898.6111;850.0000;975.0000;0.0568;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;Salta;ZAPALLO;Plomo;$/Kg;18;18;2;18;2026-06-26;2026-07-23;2;757.7778;730.0000;860.0000;0.0366;100.0000;Media
Hortalizas;Mercado Central de Buenos Aires;San Juan;ZAPALLO;Plomo;$/Kg;18;18;2;18;2026-02-09;2026-03-26;2;555.5556;420.0000;660.0000;0.1811;100.0000;Media
Frutas;(sin informar);Corrientes;MANDARINA ELLENDALE;(sin informar);$/Kg;17;11;3;11;2026-06-15;2026-08-24;3;13294.1176;12000.0000;18000.0000;0.1475;100.0000;Media
Frutas;(sin informar);Río Negro;PERA PACKAMS COMERCIAL;(sin informar);$/Kg;17;13;7;13;2026-01-02;2026-08-17;7;24882.3529;3000.0000;38000.0000;0.4689;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Chile;PELON;(sin informar);$/Kg;17;17;2;17;2026-03-30;2026-04-23;2;4941.1765;4875.0000;5000.0000;0.0130;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Chile;UVA;Ribier;$/Kg;17;16;2;16;2026-04-22;2026-05-14;2;6455.8824;6250.0000;6500.0000;0.0136;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Corrientes;SANDIA;(sin informar);$/Kg;17;17;2;17;2026-01-02;2026-02-25;2;595.8824;500.0000;750.0000;0.0923;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Presidente;$/Kg;17;17;2;17;2026-02-11;2026-03-09;2;2269.6071;2166.6700;2333.3300;0.0206;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;ACELGA;(sin informar);$/Kg;17;16;4;16;2026-01-12;2026-05-04;4;16352.9412;5000.0000;23000.0000;0.2708;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;CEBOLLA SINTETICA 14;(sin informar);$/Kg;17;16;7;16;2026-01-12;2026-08-03;7;10852.9412;6000.0000;24000.0000;0.4469;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;PEREJIL;(sin informar);$/Kg;17;14;4;14;2026-01-12;2026-05-07;4;28470.5882;22000.0000;40000.0000;0.2434;100.0000;Media
Frutas;(sin informar);Corrientes;PALTA;(sin informar);$/Kg;16;15;6;15;2026-03-05;2026-08-24;6;16437.5000;10000.0000;25000.0000;0.2392;100.0000;Media
Frutas;(sin informar);Mendoza;BANANA PARAGUAYA;(sin informar);$/Kg;16;16;7;16;2026-01-12;2026-08-05;7;28187.5000;22000.0000;35000.0000;0.1264;100.0000;Media
Frutas;(sin informar);Mendoza;MANZANA GRANY SMITH ELEGIDA;(sin informar);$/Kg;16;13;6;13;2026-03-09;2026-08-06;6;48750.0000;35000.0000;58000.0000;0.1388;100.0000;Media
Frutas;(sin informar);Mendoza;PALTA;(sin informar);$/Kg;16;10;5;10;2026-01-12;2026-08-24;5;50125.0000;9000.0000;72000.0000;0.4778;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Chile;PERA;Asiatica;$/Kg;16;16;2;16;2026-06-30;2026-07-23;2;4725.0000;4600.0000;4800.0000;0.0212;100.0000;Media
Frutas;Mercado Central de Buenos Aires;Mar del Plata;FRAMBUESA;(sin informar);$/Kg;16;16;2;16;2026-02-27;2026-03-20;2;21479.1562;17333.3000;32000.0000;0.2147;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;LECHUGA REPOLLADA;(sin informar);$/Kg;16;14;3;14;2026-01-12;2026-04-13;3;15562.5000;14000.0000;25000.0000;0.1802;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;REMOLACHA;(sin informar);$/Kg;16;15;3;15;2026-01-12;2026-04-13;3;23625.0000;7000.0000;26000.0000;0.1911;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;REPOLLO BLANCO;(sin informar);$/Kg;16;15;4;15;2026-01-12;2026-05-04;4;22625.0000;20000.0000;30000.0000;0.1217;100.0000;Media
Hortalizas;(sin informar);Buenos Aires;TOMATE PERITA;(sin informar);$/Kg;16;14;4;14;2026-02-12;2026-05-04;4;20937.5000;15000.0000;26000.0000;0.1686;100.0000;Media
